TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,PPG_Ambient,PPG_IR,PPG_Red,Heart_Rate,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2025-11-11 16:39:28.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/event/connected Muse-135C
2025-11-11 16:39:28.281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2025-11-11 16:39:28.305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2025-11-11 16:39:28.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2025-11-11 16:39:28.907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2025-11-11 16:39:29.140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2025-11-11 16:39:29.188,0,0,0,0.03200830733086634,0,0,0,0.620506521794074,0,0,0,0.7480347435754723,0,0,0,0.8555363471776295,0,0,0,0.3934125682017838,826.007326007326,764.7619047619048,639.8534798534798,774.8351648351648,566.5201465201466,-0.128479,0.011108,0.956238,-2.871094,-3.820648,1.809387,498021.978022,144819633.699634,71459706.959707,75.153587,1,2,1,1,2,55.000000
2025-11-11 16:39:29.671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2025-11-11 16:39:29.947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2025-11-11 16:39:30.119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2025-11-11 16:39:30.191,0,0,0,0.03200830733086634,0,0,0,0.620506521794074,0,0,0,0.7480347435754723,0,0,0,0.8555363471776295,0,0,0,0.3934125682017838,754.2857142857143,591.0989010989011,614.4688644688645,748.6446886446887,653.1501831501831,-0.394287,0.084534,0.916931,7.858124,1.323395,15.357361,377948.717949,144195091.575092,71188131.868132,76.556389,1,2,1,1,2,55.000000
2025-11-11 16:39:30.373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2025-11-11 16:39:30.650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2025-11-11 16:39:30.968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2025-11-11 16:39:31.189,0,0,0,0.03200830733086634,0,0,0,0.620506521794074,0,0,0,0.7480347435754723,0,0,0,0.8555363471776295,0,0,0,0.3934125682017838,841.3186813186813,535.0915750915751,565.3113553113553,856.2271062271062,842.1245421245421,-0.436646,0.166016,0.915771,-5.532837,-16.710663,-9.473114,358608.058608,144392527.472527,71130109.890110,76.556389,1,2,1,2,2,55.000000
2025-11-11 16:39:31.264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2025-11-11 16:39:31.860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2025-11-11 16:39:32.189,0,0,0,0.03200830733086634,0,0,0,0.620506521794074,0,0,0,0.7480347435754723,0,0,0,0.8555363471776295,0,0,0,0.3934125682017838,784.5054945054945,646.7032967032967,857.8388278388279,782.893772893773,906.996336996337,-0.394043,0.109985,0.922485,-3.917847,-4.037476,-2.168274,361025.641026,143332014.652015,70571648.351648,76.556389,1,2,1,2,2,55.000000
2025-11-11 16:39:33.188,0,0,0,0.03200830733086634,0,0,0,0.620506521794074,0,0,0,0.7480347435754723,0,0,0,0.8555363471776295,0,0,0,0.3934125682017838,748.2417582417582,598.3516483516484,530.6593406593407,753.4798534798535,610.4395604395604,-0.422058,0.118042,0.879761,2.407532,-0.882263,0.822449,361025.641026,142891208.791209,70405641.025641,76.556389,1,2,4,1,2,55.000000
