TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,PPG_Ambient,PPG_IR,PPG_Red,Heart_Rate,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2025-11-11 10:37:19.525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/event/connected Muse-135C
2025-11-11 10:37:19.803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2025-11-11 10:37:20.419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2025-11-11 10:37:20.526,1.231031731278664,0.2057666606336317,0.5634417812445915,1.291735983768538,1.064467025445756,0.09564858864156034,0.3638111610579874,1.159805786902506,1.378234679787286,0.2258211037950288,0.1747351780200819,0.9920558550318678,1.375532453466478,1.387733613585643,0.5098588162458721,0.8500466772409966,1.049939118717351,1.038672056203928,0.3012300528108162,0.8835813535109831,821.5750915750916,786.5201465201466,792.967032967033,837.2893772893773,861.8681318681319,0.188354,0.053101,0.973694,-2.646790,-0.770111,46.176758,319120.879121,137984322.344322,68451428.571429,88.791634,1,1,1,1,1,50.000000
2025-11-11 10:37:21.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2025-11-11 10:37:21.526,1.231031731278664,0.2057666606336317,0.5634417812445915,1.353078494074794,1.064467025445756,0.09564858864156034,0.3638111610579874,1.226248182309785,1.378234679787286,0.2258211037950288,0.1747351780200819,0.9728615637313573,1.375532453466478,1.387733613585643,0.5098588162458721,0.8700337408171425,1.049939118717351,1.038672056203928,0.3012300528108162,0.9116302203482468,777.2527472527473,154.3223443223443,804.6520146520147,793.3699633699634,662.014652014652,0.199829,0.052551,1.077209,12.217102,6.676788,25.077209,327179.487179,138016556.776557,68483663.003663,89.256996,1,1,1,1,1,50.000000
2025-11-11 10:37:21.653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2025-11-11 10:37:21.889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2025-11-11 10:37:22.484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2025-11-11 10:37:22.525,1.231031731278664,0.2057666606336317,0.5634417812445915,1.353078494074794,1.064467025445756,0.09564858864156034,0.3638111610579874,1.226248182309785,1.378234679787286,0.2258211037950288,0.1747351780200819,0.9728615637313573,1.375532453466478,1.387733613585643,0.5098588162458721,0.8700337408171425,1.049939118717351,1.038672056203928,0.3012300528108162,0.9116302203482468,805.0549450549451,755.8974358974359,784.1025641025641,772.014652014652,707.948717948718,0.045349,0.042542,0.927734,1.929016,6.273041,7.686157,328791.208791,138090695.970696,68360366.300366,87.346497,1,2,1,1,2,50.000000
2025-11-11 10:37:23.525,1.231031731278664,0.2057666606336317,0.5634417812445915,1.353078494074794,1.064467025445756,0.09564858864156034,0.3638111610579874,1.226248182309785,1.378234679787286,0.2258211037950288,0.1747351780200819,0.9728615637313573,1.375532453466478,1.387733613585643,0.5098588162458721,0.8700337408171425,1.049939118717351,1.038672056203928,0.3012300528108162,0.9116302203482468,850.5860805860806,725.6776556776557,882.014652014652,878.7912087912089,710.3663003663004,0.169922,0.137085,1.013062,-2.011261,-17.174225,31.155853,332820.512821,137819120.879121,68278974.358974,87.346497,1,2,1,1,2,50.000000
2025-11-11 10:37:24.086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2025-11-11 10:37:24.526,1.231031731278664,0.2057666606336317,0.5634417812445915,1.353078494074794,1.064467025445756,0.09564858864156034,0.3638111610579874,1.226248182309785,1.378234679787286,0.2258211037950288,0.1747351780200819,0.9728615637313573,1.375532453466478,1.387733613585643,0.5098588162458721,0.8700337408171425,1.049939118717351,1.038672056203928,0.3012300528108162,0.9116302203482468,811.9047619047619,929.1575091575091,822.3809523809524,797.3992673992674,574.1758241758242,-0.091919,0.014343,0.961121,-4.942169,-4.291687,-2.317810,363443.223443,138452527.472527,68714139.194139,87.346497,1,2,1,1,2,50.000000
2025-11-11 10:37:24.936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2025-11-11 10:37:25.213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2025-11-11 10:37:25.445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2025-11-11 10:37:25.526,1.231031731278664,0.2057666606336317,0.5634417812445915,1.353078494074794,1.064467025445756,0.09564858864156034,0.3638111610579874,1.226248182309785,1.378234679787286,0.2258211037950288,0.1747351780200819,0.9728615637313573,1.375532453466478,1.387733613585643,0.5098588162458721,0.8700337408171425,1.049939118717351,1.038672056203928,0.3012300528108162,0.9116302203482468,815.1282051282052,720.4395604395604,789.3406593406594,804.6520146520147,689.4139194139194,0.142517,0.097046,0.970581,-3.723450,-13.996582,-17.024689,358608.058608,138529890.109890,68452234.432234,87.346497,1,2,1,1,2,50.000000
2025-11-11 10:37:26.425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2025-11-11 10:37:26.526,1.231031731278664,0.2057666606336317,0.8820367002943522,1.353078494074794,1.064467025445756,0.09564858864156034,0.5455472119060526,1.226248182309785,1.378234679787286,0.2258211037950288,0.5184098458526982,0.9728615637313573,1.375532453466478,1.387733613585643,0.7210892512522303,0.8700337408171425,1.049939118717351,1.038672056203928,0.543503842204011,0.9116302203482468,780.4761904761905,740.989010989011,805.8608058608058,811.9047619047619,813.1135531135532,0.223389,0.008972,0.980591,-2.243042,1.128998,-18.662109,328791.208791,138769230.769231,68816483.516484,87.346497,1,2,1,1,2,50.000000
2025-11-11 10:37:26.852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2025-11-11 10:37:27.525,1.231031731278664,0.2057666606336317,1.033626453812746,1.353078494074794,1.064467025445756,0.09564858864156034,0.6541412413124988,1.226248182309785,1.378234679787286,0.2258211037950288,0.6543845034601625,0.9728615637313573,1.375532453466478,1.387733613585643,0.6983082980431907,0.8700337408171425,1.049939118717351,1.038672056203928,0.5731219638568038,0.9116302203482468,828.021978021978,778.8644688644689,805.0549450549451,778.4615384615385,609.6336996336996,0.134949,0.061890,1.007690,-8.022614,-10.684357,-21.727600,341684.981685,139042417.582418,69281465.201465,86.474922,1,2,1,1,2,50.000000
2025-11-11 10:37:28.364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2025-11-11 10:37:28.526,1.231031731278664,0.2057666606336317,0.9434968076995702,1.353078494074794,1.064467025445756,0.09564858864156034,0.4458511859071776,1.226248182309785,1.378234679787286,0.2258211037950288,0.3071288709585597,0.9728615637313573,1.375532453466478,1.387733613585643,0.5561723973083786,0.8700337408171425,1.049939118717351,1.038672056203928,0.3338399997002527,0.9116302203482468,767.1794871794872,727.6923076923077,789.7435897435897,783.2967032967033,594.7252747252747,0.261780,-0.020752,0.964783,-16.277008,1.988831,-43.903809,328791.208791,138828058.608059,69504688.644689,82.218010,1,2,1,1,2,50.000000
2025-11-11 10:37:29.282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2025-11-11 10:37:29.526,1.42556990658315,0.2057666606336317,1.245131688818822,1.353078494074794,1.196093739546577,0.09564858864156034,0.8554095167166362,1.226248182309785,1.534460020051397,0.2258211037950288,0.7726358533440097,0.9728615637313573,1.406181641627857,1.387733613585643,0.6307404817360295,0.8700337408171425,0.8290784934109594,1.038672056203928,0.3408540196670841,0.9116302203482468,816.3369963369963,782.0879120879121,801.8315018315019,811.5018315018315,786.9230769230769,0.319519,-0.026184,0.849243,-9.248810,7.633820,-32.598877,315091.575092,139008571.428571,69592527.472527,82.218010,1,1,1,1,1,50.000000
2025-11-11 10:37:30.197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2025-11-11 10:37:30.526,1.42556990658315,0.2057666606336317,1.206138920829695,1.353078494074794,1.196093739546577,0.09564858864156034,0.9008234195535885,1.226248182309785,1.534460020051397,0.2258211037950288,0.7810818703476856,0.9728615637313573,1.406181641627857,1.387733613585643,0.6483534789651957,0.8700337408171425,0.8290784934109594,1.038672056203928,0.3834666302037944,0.9116302203482468,695.0549450549451,825.2014652014652,763.956043956044,698.6813186813187,710.7692307692308,0.296082,0.087036,0.970642,-5.443115,-14.863892,-43.993530,314285.714286,138877216.117216,69545787.545788,90.727417,1,1,1,1,1,50.000000
2025-11-11 10:37:30.686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
